Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1275,37,admin.,married,secondary,0,190,1,0,unk0wn,5,may,92,2,-1,0,unk0wn,0
1276,59,retired,married,secondary,0,319,1,0,unk0wn,5,may,143,3,-1,0,unk0wn,0
1277,39,services,divorced,secondary,0,-185,1,0,unk0wn,5,may,189,3,-1,0,unk0wn,0
1278,49,services,married,secondary,0,47,0,0,unk0wn,5,may,234,2,-1,0,unk0wn,0
1279,38,services,single,secondary,0,570,1,0,unk0wn,5,may,75,2,-1,0,unk0wn,0
1280,36,self-employed,married,tertiary,0,19,0,0,unk0wn,5,may,189,2,-1,0,unk0wn,0
1281,50,blue-collar,married,primary,0,61,1,0,unk0wn,5,may,621,3,-1,0,unk0wn,0
1282,41,admin.,married,secondary,0,-62,1,1,unk0wn,5,may,55,2,-1,0,unk0wn,0
1283,54,technician,married,tertiary,0,258,0,0,unk0wn,5,may,310,4,-1,0,unk0wn,0
1284,58,blue-collar,married,primary,0,76,1,0,unk0wn,5,may,156,2,-1,0,unk0wn,0
1285,30,blue-collar,single,secondary,0,0,1,0,unk0wn,5,may,5,2,-1,0,unk0wn,0
1286,33,admin.,single,secondary,0,352,1,0,unk0wn,5,may,225,2,-1,0,unk0wn,0
1287,47,admin.,married,secondary,0,368,1,0,unk0wn,5,may,125,2,-1,0,unk0wn,0
1288,50,technician,single,tertiary,0,339,1,0,unk0wn,5,may,2,3,-1,0,unk0wn,0
1289,32,blue-collar,married,secondary,0,1331,1,0,unk0wn,5,may,286,2,-1,0,unk0wn,0
1290,40,self-employed,married,secondary,0,672,1,0,unk0wn,5,may,164,2,-1,0,unk0wn,0
1291,37,management,married,tertiary,0,58,1,0,unk0wn,5,may,98,2,-1,0,unk0wn,0
1292,54,technician,single,unk0wn,0,447,1,0,unk0wn,5,may,742,2,-1,0,unk0wn,0
1293,24,student,single,secondary,0,423,1,0,unk0wn,5,may,226,3,-1,0,unk0wn,0
1294,54,management,married,tertiary,0,0,0,0,unk0wn,5,may,120,2,-1,0,unk0wn,0
1295,34,technician,married,secondary,0,19,1,0,unk0wn,5,may,362,4,-1,0,unk0wn,0
1296,56,technician,divorced,primary,0,13,1,0,unk0wn,5,may,357,2,-1,0,unk0wn,0
1297,31,blue-collar,single,secondary,0,3,1,0,unk0wn,5,may,200,2,-1,0,unk0wn,0
1298,24,student,single,secondary,0,82,1,0,unk0wn,5,may,204,2,-1,0,unk0wn,0
1299,42,blue-collar,divorced,primary,0,28,1,0,unk0wn,5,may,126,3,-1,0,unk0wn,0
1300,57,technician,married,secondary,0,792,1,0,unk0wn,5,may,65,2,-1,0,unk0wn,0
1301,42,blue-collar,married,unk0wn,0,408,1,0,unk0wn,5,may,107,2,-1,0,unk0wn,0
1302,51,admin.,married,secondary,0,531,1,0,unk0wn,5,may,267,2,-1,0,unk0wn,0
1303,57,retired,married,secondary,0,211,1,0,unk0wn,5,may,248,2,-1,0,unk0wn,0
1304,36,services,single,secondary,0,62,1,0,unk0wn,5,may,215,2,-1,0,unk0wn,0
1305,53,services,married,unk0wn,0,257,1,0,unk0wn,5,may,209,2,-1,0,unk0wn,0
1306,50,technician,married,secondary,0,1234,1,0,unk0wn,5,may,205,2,-1,0,unk0wn,0
1307,54,management,married,tertiary,0,313,1,0,unk0wn,5,may,83,2,-1,0,unk0wn,0
1308,55,blue-collar,married,secondary,0,89,1,0,unk0wn,5,may,106,3,-1,0,unk0wn,0
1309,44,blue-collar,married,secondary,0,129,1,1,unk0wn,5,may,189,2,-1,0,unk0wn,0
1310,43,management,married,unk0wn,0,0,1,0,unk0wn,5,may,105,2,-1,0,unk0wn,0
1311,56,admin.,married,secondary,0,353,1,0,unk0wn,5,may,106,2,-1,0,unk0wn,0
1312,54,technician,married,unk0wn,0,851,1,0,unk0wn,5,may,108,2,-1,0,unk0wn,0
1313,55,services,divorced,primary,0,96,1,1,unk0wn,5,may,311,2,-1,0,unk0wn,0
1314,37,services,divorced,secondary,0,398,1,1,unk0wn,5,may,214,2,-1,0,unk0wn,0
1315,33,admin.,single,tertiary,0,193,0,0,unk0wn,5,may,132,2,-1,0,unk0wn,0
1316,46,admin.,married,secondary,0,-358,1,0,unk0wn,5,may,358,2,-1,0,unk0wn,0
1317,36,blue-collar,married,secondary,0,539,1,1,unk0wn,5,may,453,2,-1,0,unk0wn,0
1318,51,technician,single,secondary,0,0,1,0,unk0wn,5,may,364,2,-1,0,unk0wn,0
1319,40,retired,single,primary,0,0,0,0,unk0wn,5,may,136,2,-1,0,unk0wn,0
1320,42,blue-collar,married,secondary,0,490,1,0,unk0wn,5,may,386,2,-1,0,unk0wn,0
1321,51,blue-collar,married,secondary,0,0,1,0,unk0wn,5,may,173,2,-1,0,unk0wn,0
1322,49,blue-collar,married,unk0wn,0,403,1,0,unk0wn,5,may,241,2,-1,0,unk0wn,0
1323,48,management,married,secondary,0,161,1,0,unk0wn,5,may,224,3,-1,0,unk0wn,0
1324,32,technician,divorced,tertiary,0,2558,0,0,unk0wn,5,may,148,2,-1,0,unk0wn,0
1325,31,admin.,single,secondary,0,98,1,0,unk0wn,5,may,196,2,-1,0,unk0wn,0
1326,55,management,single,tertiary,0,115,0,0,unk0wn,5,may,111,4,-1,0,unk0wn,0
1327,40,blue-collar,single,secondary,0,436,1,0,unk0wn,5,may,231,3,-1,0,unk0wn,0
1328,47,technician,married,tertiary,0,831,1,0,unk0wn,5,may,316,3,-1,0,unk0wn,0
1329,57,technician,married,unk0wn,0,206,1,0,unk0wn,5,may,216,3,-1,0,unk0wn,0
1330,41,blue-collar,married,secondary,0,290,1,0,unk0wn,5,may,240,2,-1,0,unk0wn,0
1331,48,blue-collar,married,secondary,0,1,0,0,unk0wn,5,may,669,3,-1,0,unk0wn,0
1332,42,blue-collar,married,unk0wn,0,57,1,0,unk0wn,5,may,425,2,-1,0,unk0wn,0
1333,30,blue-collar,single,secondary,0,-457,1,0,unk0wn,5,may,143,2,-1,0,unk0wn,0
1334,58,management,single,tertiary,0,1387,1,0,unk0wn,5,may,174,5,-1,0,unk0wn,0
1335,45,management,divorced,tertiary,0,24598,1,0,unk0wn,5,may,313,3,-1,0,unk0wn,0
1336,49,blue-collar,married,secondary,0,30,1,0,unk0wn,5,may,135,4,-1,0,unk0wn,0
1337,42,admin.,single,secondary,0,1022,1,0,unk0wn,5,may,146,2,-1,0,unk0wn,0
1338,53,technician,married,secondary,0,56,1,1,unk0wn,5,may,152,2,-1,0,unk0wn,0
1339,51,admin.,single,secondary,1,-2,0,0,unk0wn,5,may,402,3,-1,0,unk0wn,0
1340,32,services,single,secondary,0,121,1,0,unk0wn,5,may,213,2,-1,0,unk0wn,0
1341,41,blue-collar,single,secondary,0,842,1,0,unk0wn,5,may,144,3,-1,0,unk0wn,0
1342,43,management,divorced,secondary,0,693,1,0,unk0wn,5,may,124,3,-1,0,unk0wn,0
1343,40,blue-collar,divorced,secondary,0,-333,1,0,unk0wn,5,may,183,2,-1,0,unk0wn,0
1344,50,blue-collar,married,primary,0,1533,1,0,unk0wn,5,may,325,2,-1,0,unk0wn,0
1345,34,management,married,tertiary,0,46,1,0,unk0wn,5,may,39,4,-1,0,unk0wn,0
1346,53,services,married,unk0wn,0,18,0,0,unk0wn,5,may,503,2,-1,0,unk0wn,0
1347,45,technician,married,secondary,0,44,1,0,unk0wn,5,may,95,4,-1,0,unk0wn,0
1348,39,blue-collar,married,primary,0,-100,1,0,unk0wn,5,may,680,2,-1,0,unk0wn,0
1349,44,services,married,tertiary,0,510,1,0,unk0wn,5,may,421,4,-1,0,unk0wn,0
1350,55,management,married,tertiary,0,685,1,0,unk0wn,5,may,174,3,-1,0,unk0wn,0
1351,46,management,single,tertiary,0,187,1,0,unk0wn,5,may,113,2,-1,0,unk0wn,0
1352,45,blue-collar,married,secondary,0,66,1,0,unk0wn,5,may,808,2,-1,0,unk0wn,0
1353,34,admin.,married,secondary,0,560,1,0,unk0wn,5,may,198,3,-1,0,unk0wn,0
1354,36,blue-collar,married,secondary,0,0,1,0,unk0wn,5,may,195,2,-1,0,unk0wn,0
1355,59,unk0wn,divorced,unk0wn,0,27,0,0,unk0wn,5,may,347,3,-1,0,unk0wn,0
1356,31,admin.,single,secondary,0,12,1,0,unk0wn,5,may,208,2,-1,0,unk0wn,0
1357,44,blue-collar,single,secondary,0,34,1,0,unk0wn,5,may,404,4,-1,0,unk0wn,0
1358,33,entrepreneur,single,tertiary,0,1068,1,0,unk0wn,5,may,396,2,-1,0,unk0wn,0
1359,40,blue-collar,married,secondary,0,211,1,0,unk0wn,5,may,216,4,-1,0,unk0wn,0
1360,46,admin.,single,tertiary,0,377,1,0,unk0wn,5,may,98,2,-1,0,unk0wn,0
1361,48,management,married,tertiary,0,263,1,0,unk0wn,5,may,350,2,-1,0,unk0wn,0
1362,42,services,married,secondary,0,1263,1,0,unk0wn,6,may,114,2,-1,0,unk0wn,0
1363,27,services,married,secondary,0,8,1,0,unk0wn,6,may,88,3,-1,0,unk0wn,0
1364,48,admin.,married,secondary,0,126,1,1,unk0wn,6,may,379,2,-1,0,unk0wn,0
1365,59,admin.,married,secondary,0,230,1,0,unk0wn,6,may,190,3,-1,0,unk0wn,0
1366,46,technician,married,tertiary,0,841,1,0,unk0wn,6,may,158,1,-1,0,unk0wn,0
1367,38,admin.,divorced,secondary,0,308,1,0,unk0wn,6,may,102,1,-1,0,unk0wn,0
1368,43,management,divorced,tertiary,0,1,1,0,unk0wn,6,may,306,1,-1,0,unk0wn,0
1369,38,admin.,divorced,tertiary,0,86,1,0,unk0wn,6,may,218,1,-1,0,unk0wn,0
1370,23,student,single,secondary,0,157,1,0,unk0wn,6,may,54,1,-1,0,unk0wn,0
1371,34,services,married,secondary,0,22,1,0,unk0wn,6,may,344,1,-1,0,unk0wn,0
1372,38,admin.,married,secondary,0,46,1,1,unk0wn,6,may,195,1,-1,0,unk0wn,0
1373,37,blue-collar,married,secondary,0,1293,0,0,unk0wn,6,may,652,1,-1,0,unk0wn,0
1374,25,admin.,single,secondary,0,122,1,0,unk0wn,6,may,286,1,-1,0,unk0wn,0
1375,48,blue-collar,married,unk0wn,0,131,1,0,unk0wn,6,may,189,1,-1,0,unk0wn,0
1376,49,blue-collar,single,secondary,0,143,1,0,unk0wn,6,may,83,1,-1,0,unk0wn,0
1377,38,admin.,single,secondary,0,393,0,0,unk0wn,6,may,184,2,-1,0,unk0wn,0
1378,43,blue-collar,married,primary,0,98,1,0,unk0wn,6,may,235,1,-1,0,unk0wn,0
1379,33,management,married,tertiary,0,0,1,0,unk0wn,6,may,290,1,-1,0,unk0wn,0
1380,55,blue-collar,married,secondary,0,224,1,0,unk0wn,6,may,232,1,-1,0,unk0wn,0
1381,38,blue-collar,married,secondary,0,757,1,0,unk0wn,6,may,133,1,-1,0,unk0wn,0
1382,49,services,married,secondary,0,245,1,1,unk0wn,6,may,318,1,-1,0,unk0wn,0
1383,40,management,married,secondary,0,8486,0,0,unk0wn,6,may,260,3,-1,0,unk0wn,0
1384,43,admin.,married,unk0wn,0,350,0,0,unk0wn,6,may,437,1,-1,0,unk0wn,0
1385,38,blue-collar,married,secondary,0,20,1,0,unk0wn,6,may,402,1,-1,0,unk0wn,0
1386,58,services,married,secondary,0,1667,1,1,unk0wn,6,may,85,1,-1,0,unk0wn,0
1387,57,technician,married,unk0wn,0,345,1,0,unk0wn,6,may,125,1,-1,0,unk0wn,0
1388,32,unemployed,married,secondary,0,10,1,0,unk0wn,6,may,501,4,-1,0,unk0wn,0
1389,56,management,married,tertiary,0,830,1,1,unk0wn,6,may,1201,1,-1,0,unk0wn,1
1390,58,blue-collar,divorced,unk0wn,0,29,1,0,unk0wn,6,may,253,1,-1,0,unk0wn,0
1391,60,retired,divorced,secondary,0,545,1,0,unk0wn,6,may,1030,1,-1,0,unk0wn,1
1392,37,technician,married,tertiary,0,8730,1,0,unk0wn,6,may,149,1,-1,0,unk0wn,0
1393,46,technician,divorced,tertiary,0,477,1,0,unk0wn,6,may,114,1,-1,0,unk0wn,0
1394,27,admin.,married,secondary,0,4,1,0,unk0wn,6,may,243,1,-1,0,unk0wn,0
1395,43,blue-collar,married,secondary,0,1205,1,0,unk0wn,6,may,769,2,-1,0,unk0wn,0
1396,32,technician,single,secondary,0,0,1,1,unk0wn,6,may,135,3,-1,0,unk0wn,0
1397,40,admin.,single,secondary,0,263,1,0,unk0wn,6,may,231,1,-1,0,unk0wn,0
1398,38,admin.,married,secondary,0,1,0,0,unk0wn,6,may,76,1,-1,0,unk0wn,0
1399,34,blue-collar,married,secondary,0,283,0,1,unk0wn,6,may,199,1,-1,0,unk0wn,0
1400,47,blue-collar,married,primary,0,206,1,0,unk0wn,6,may,152,1,-1,0,unk0wn,0
1401,42,housemaid,married,primary,0,17,1,0,unk0wn,6,may,124,1,-1,0,unk0wn,0
1402,48,technician,married,secondary,0,141,1,1,unk0wn,6,may,424,1,-1,0,unk0wn,0
1403,29,self-employed,single,tertiary,0,16,1,0,unk0wn,6,may,43,1,-1,0,unk0wn,0
1404,50,services,married,secondary,0,206,1,0,unk0wn,6,may,154,1,-1,0,unk0wn,0
1405,52,technician,married,unk0wn,0,7,0,0,unk0wn,6,may,203,2,-1,0,unk0wn,0
1406,50,management,married,tertiary,0,0,0,0,unk0wn,6,may,326,1,-1,0,unk0wn,0
1407,58,retired,married,tertiary,0,0,0,0,unk0wn,6,may,393,1,-1,0,unk0wn,0
1408,46,blue-collar,divorced,primary,0,1927,1,0,unk0wn,6,may,241,3,-1,0,unk0wn,0
1409,38,technician,married,secondary,0,284,1,0,unk0wn,6,may,483,1,-1,0,unk0wn,0
1410,46,blue-collar,married,secondary,0,1660,1,0,unk0wn,6,may,259,1,-1,0,unk0wn,0
1411,32,services,single,secondary,0,406,1,0,unk0wn,6,may,227,1,-1,0,unk0wn,0
1412,51,blue-collar,married,primary,0,230,1,0,unk0wn,6,may,673,1,-1,0,unk0wn,0
1413,39,admin.,single,secondary,0,-25,1,0,unk0wn,6,may,576,1,-1,0,unk0wn,0
1414,48,admin.,married,secondary,0,182,1,0,unk0wn,6,may,180,2,-1,0,unk0wn,0
1415,36,entrepreneur,married,tertiary,0,1169,1,0,unk0wn,6,may,168,2,-1,0,unk0wn,0
1416,34,admin.,divorced,secondary,0,67,1,0,unk0wn,6,may,90,1,-1,0,unk0wn,0
1417,40,technician,married,secondary,0,77,0,0,unk0wn,6,may,505,1,-1,0,unk0wn,0
1418,43,unemployed,married,secondary,0,0,1,0,unk0wn,6,may,245,1,-1,0,unk0wn,0
1419,52,blue-collar,divorced,primary,0,55,1,1,unk0wn,6,may,186,1,-1,0,unk0wn,0
1420,33,technician,married,secondary,1,72,1,0,unk0wn,6,may,623,1,-1,0,unk0wn,0
1421,49,management,single,tertiary,0,163,1,0,unk0wn,6,may,496,3,-1,0,unk0wn,0
1422,32,management,single,tertiary,0,151,1,0,unk0wn,6,may,118,1,-1,0,unk0wn,0
1423,39,admin.,single,secondary,0,113,1,0,unk0wn,6,may,342,1,-1,0,unk0wn,0
1424,40,blue-collar,married,secondary,0,0,1,0,unk0wn,6,may,225,1,-1,0,unk0wn,0
1425,38,technician,single,tertiary,0,9,1,0,unk0wn,6,may,185,3,-1,0,unk0wn,0
1426,43,management,married,secondary,0,375,1,0,unk0wn,6,may,196,2,-1,0,unk0wn,0
1427,39,services,married,secondary,0,1142,1,0,unk0wn,6,may,276,1,-1,0,unk0wn,0
1428,54,blue-collar,married,primary,0,2102,1,0,unk0wn,6,may,76,1,-1,0,unk0wn,0
1429,38,technician,single,tertiary,0,4325,1,0,unk0wn,6,may,87,1,-1,0,unk0wn,0
1430,40,blue-collar,married,secondary,0,217,1,0,unk0wn,6,may,195,1,-1,0,unk0wn,0
1431,55,admin.,married,secondary,0,131,1,0,unk0wn,6,may,744,1,-1,0,unk0wn,0
1432,42,management,married,tertiary,0,1680,1,0,unk0wn,6,may,765,1,-1,0,unk0wn,0
1433,39,blue-collar,married,secondary,0,0,1,0,unk0wn,6,may,262,1,-1,0,unk0wn,0
1434,40,blue-collar,married,primary,0,46,1,0,unk0wn,6,may,119,1,-1,0,unk0wn,0
1435,32,blue-collar,married,secondary,0,320,1,0,unk0wn,6,may,198,2,-1,0,unk0wn,0
1436,55,admin.,married,secondary,0,183,1,0,unk0wn,6,may,150,1,-1,0,unk0wn,0
1437,45,blue-collar,married,secondary,0,39,0,0,unk0wn,6,may,241,1,-1,0,unk0wn,0
1438,35,management,single,tertiary,0,560,1,0,unk0wn,6,may,181,1,-1,0,unk0wn,0
1439,58,technician,divorced,secondary,0,469,0,0,unk0wn,6,may,196,1,-1,0,unk0wn,0
1440,35,admin.,married,secondary,0,530,1,0,unk0wn,6,may,149,1,-1,0,unk0wn,0
1441,49,services,married,primary,0,61,1,0,unk0wn,6,may,246,1,-1,0,unk0wn,0
1442,34,technician,single,tertiary,0,242,1,0,unk0wn,6,may,112,1,-1,0,unk0wn,0
1443,36,blue-collar,married,secondary,0,139,1,0,unk0wn,6,may,309,2,-1,0,unk0wn,0
1444,24,self-employed,single,secondary,0,0,1,0,unk0wn,6,may,278,1,-1,0,unk0wn,0
1445,34,technician,married,secondary,0,367,1,0,unk0wn,6,may,140,1,-1,0,unk0wn,0
1446,51,admin.,divorced,secondary,0,228,1,0,unk0wn,6,may,136,1,-1,0,unk0wn,0
1447,39,technician,single,unk0wn,0,45248,1,0,unk0wn,6,may,1623,1,-1,0,unk0wn,1
1448,50,self-employed,married,unk0wn,0,-84,1,0,unk0wn,6,may,101,1,-1,0,unk0wn,0
1449,32,services,single,secondary,0,310,1,0,unk0wn,6,may,144,1,-1,0,unk0wn,0
1450,42,blue-collar,married,unk0wn,0,132,1,0,unk0wn,6,may,238,1,-1,0,unk0wn,0
1451,50,technician,married,secondary,0,797,1,0,unk0wn,6,may,354,1,-1,0,unk0wn,0
1452,40,services,married,secondary,0,71,0,0,unk0wn,6,may,79,1,-1,0,unk0wn,0
1453,46,management,divorced,unk0wn,0,2,1,0,unk0wn,6,may,187,1,-1,0,unk0wn,0
1454,37,management,married,tertiary,0,231,1,1,unk0wn,6,may,451,2,-1,0,unk0wn,0
1455,34,blue-collar,married,secondary,0,270,1,1,unk0wn,6,may,159,1,-1,0,unk0wn,0
1456,44,blue-collar,married,secondary,0,274,1,1,unk0wn,6,may,409,1,-1,0,unk0wn,0
1457,40,admin.,single,secondary,0,-109,1,1,unk0wn,6,may,170,1,-1,0,unk0wn,0
1458,37,technician,married,secondary,0,1,1,0,unk0wn,6,may,608,1,-1,0,unk0wn,1
1459,33,blue-collar,single,secondary,1,-60,0,0,unk0wn,6,may,243,1,-1,0,unk0wn,0
1460,35,blue-collar,married,secondary,0,89,1,0,unk0wn,6,may,145,2,-1,0,unk0wn,0
1461,58,blue-collar,divorced,secondary,0,-11,0,0,unk0wn,6,may,112,1,-1,0,unk0wn,0
1462,39,blue-collar,married,primary,0,0,1,0,unk0wn,6,may,262,2,-1,0,unk0wn,0
1463,43,blue-collar,married,secondary,0,-509,1,0,unk0wn,6,may,124,1,-1,0,unk0wn,0
1464,39,unemployed,married,primary,0,408,1,0,unk0wn,6,may,53,1,-1,0,unk0wn,0
1465,36,services,single,primary,0,58,1,0,unk0wn,6,may,134,1,-1,0,unk0wn,0
1466,57,retired,single,secondary,0,1640,0,1,unk0wn,6,may,204,4,-1,0,unk0wn,0
1467,36,admin.,single,secondary,0,20,1,0,unk0wn,6,may,186,1,-1,0,unk0wn,0
1468,50,blue-collar,married,primary,0,71,1,0,unk0wn,6,may,678,1,-1,0,unk0wn,0
1469,55,blue-collar,married,secondary,0,52,1,0,unk0wn,6,may,182,1,-1,0,unk0wn,0
1470,44,self-employed,married,tertiary,0,292,1,0,unk0wn,6,may,162,1,-1,0,unk0wn,0
1471,44,services,divorced,secondary,0,424,1,0,unk0wn,6,may,27,1,-1,0,unk0wn,0
1472,39,housemaid,single,primary,0,109,1,0,unk0wn,6,may,699,3,-1,0,unk0wn,0
1473,46,blue-collar,married,unk0wn,0,1044,1,0,unk0wn,6,may,43,1,-1,0,unk0wn,0
1474,39,blue-collar,married,secondary,0,983,1,0,unk0wn,6,may,97,1,-1,0,unk0wn,0
1475,34,admin.,married,secondary,0,869,0,0,unk0wn,6,may,1677,1,-1,0,unk0wn,1
1476,40,blue-collar,married,primary,0,668,1,0,unk0wn,6,may,283,2,-1,0,unk0wn,0
1477,50,management,married,tertiary,0,964,1,0,unk0wn,6,may,323,1,-1,0,unk0wn,0
1478,31,management,single,secondary,0,301,1,0,unk0wn,6,may,82,1,-1,0,unk0wn,0
1479,37,admin.,single,secondary,0,140,1,0,unk0wn,6,may,310,1,-1,0,unk0wn,0
1480,39,management,single,secondary,0,1877,1,0,unk0wn,6,may,185,1,-1,0,unk0wn,0
1481,51,blue-collar,married,primary,0,1127,1,0,unk0wn,6,may,47,1,-1,0,unk0wn,0
1482,41,technician,married,secondary,0,871,1,0,unk0wn,6,may,145,1,-1,0,unk0wn,0
1483,41,technician,married,secondary,0,767,1,1,unk0wn,6,may,204,1,-1,0,unk0wn,0
1484,43,blue-collar,married,secondary,0,0,0,0,unk0wn,6,may,187,1,-1,0,unk0wn,0
1485,30,services,single,secondary,0,209,1,0,unk0wn,6,may,30,2,-1,0,unk0wn,0
1486,54,management,divorced,primary,0,0,0,0,unk0wn,6,may,472,1,-1,0,unk0wn,0
1487,43,blue-collar,divorced,secondary,0,110,1,1,unk0wn,6,may,448,1,-1,0,unk0wn,0
1488,59,management,divorced,tertiary,0,-76,1,1,unk0wn,6,may,264,1,-1,0,unk0wn,0
1489,47,technician,married,unk0wn,0,178,1,0,unk0wn,6,may,169,1,-1,0,unk0wn,0
1490,40,blue-collar,married,primary,0,-66,1,0,unk0wn,6,may,288,1,-1,0,unk0wn,0
1491,32,technician,married,secondary,0,0,1,0,unk0wn,6,may,176,2,-1,0,unk0wn,0
1492,29,blue-collar,married,secondary,0,1,1,0,unk0wn,6,may,215,1,-1,0,unk0wn,0
1493,36,blue-collar,married,secondary,0,0,1,0,unk0wn,6,may,337,1,-1,0,unk0wn,0
1494,55,unemployed,married,tertiary,0,5345,0,0,unk0wn,6,may,278,1,-1,0,unk0wn,0
1495,30,blue-collar,divorced,secondary,0,-209,1,0,unk0wn,6,may,188,2,-1,0,unk0wn,0
1496,39,admin.,single,secondary,0,0,1,0,unk0wn,6,may,174,2,-1,0,unk0wn,0
1497,39,blue-collar,divorced,secondary,0,42,1,0,unk0wn,6,may,226,2,-1,0,unk0wn,0
1498,50,blue-collar,divorced,secondary,0,41,1,0,unk0wn,6,may,190,1,-1,0,unk0wn,0
1499,44,blue-collar,married,secondary,0,-99,1,0,unk0wn,6,may,111,2,-1,0,unk0wn,0
1500,37,technician,single,secondary,0,17,1,0,unk0wn,6,may,164,1,-1,0,unk0wn,0
1501,46,admin.,married,primary,0,276,1,1,unk0wn,6,may,157,2,-1,0,unk0wn,0
1502,32,technician,single,unk0wn,0,-170,0,0,unk0wn,6,may,46,1,-1,0,unk0wn,0
1503,37,management,single,tertiary,0,230,1,1,unk0wn,6,may,374,1,-1,0,unk0wn,0
1504,29,blue-collar,married,secondary,0,9,1,0,unk0wn,6,may,349,1,-1,0,unk0wn,0
1505,41,blue-collar,married,secondary,0,946,1,0,unk0wn,6,may,325,1,-1,0,unk0wn,0
1506,45,blue-collar,married,primary,0,1297,1,0,unk0wn,6,may,233,2,-1,0,unk0wn,0
1507,57,retired,divorced,secondary,0,-331,1,0,unk0wn,6,may,531,1,-1,0,unk0wn,0
1508,48,blue-collar,single,secondary,0,44,1,0,unk0wn,6,may,153,1,-1,0,unk0wn,0
1509,60,retired,married,secondary,1,15,0,0,unk0wn,6,may,80,1,-1,0,unk0wn,0
1510,26,admin.,single,secondary,0,712,1,0,unk0wn,6,may,232,1,-1,0,unk0wn,0
1511,58,retired,married,secondary,0,5435,1,0,unk0wn,6,may,118,1,-1,0,unk0wn,0
1512,34,admin.,married,secondary,0,507,1,0,unk0wn,6,may,190,1,-1,0,unk0wn,0
1513,55,unemployed,divorced,secondary,0,387,1,0,unk0wn,6,may,918,1,-1,0,unk0wn,1
1514,41,blue-collar,married,primary,0,0,1,1,unk0wn,6,may,238,1,-1,0,unk0wn,0
1515,50,management,divorced,secondary,0,1716,1,0,unk0wn,6,may,82,1,-1,0,unk0wn,0
1516,49,entrepreneur,married,secondary,0,167,1,1,unk0wn,6,may,198,3,-1,0,unk0wn,0
1517,44,admin.,married,unk0wn,0,40,0,1,unk0wn,6,may,160,2,-1,0,unk0wn,0
1518,44,blue-collar,married,primary,0,148,1,0,unk0wn,6,may,211,1,-1,0,unk0wn,0
1519,31,technician,married,secondary,0,17,1,1,unk0wn,6,may,120,1,-1,0,unk0wn,0
1520,34,blue-collar,single,tertiary,0,1011,1,0,unk0wn,6,may,136,1,-1,0,unk0wn,0
1521,46,management,single,unk0wn,0,1527,1,0,unk0wn,6,may,269,1,-1,0,unk0wn,0
1522,42,management,married,tertiary,0,744,0,0,unk0wn,6,may,157,1,-1,0,unk0wn,0
1523,52,admin.,married,secondary,0,484,1,0,unk0wn,6,may,128,1,-1,0,unk0wn,0
1524,29,management,single,tertiary,0,0,1,0,unk0wn,6,may,211,1,-1,0,unk0wn,0
1525,53,retired,married,primary,0,136,1,0,unk0wn,6,may,267,2,-1,0,unk0wn,0
1526,43,blue-collar,married,secondary,0,1335,1,0,unk0wn,6,may,371,2,-1,0,unk0wn,0
1527,38,management,married,secondary,0,517,1,0,unk0wn,6,may,288,2,-1,0,unk0wn,0
1528,46,management,married,tertiary,0,459,1,0,unk0wn,6,may,221,1,-1,0,unk0wn,0
1529,48,management,divorced,unk0wn,0,549,1,0,unk0wn,6,may,427,1,-1,0,unk0wn,0
1530,30,admin.,divorced,secondary,0,83,1,1,unk0wn,6,may,310,1,-1,0,unk0wn,0
1531,44,blue-collar,married,primary,0,213,0,0,unk0wn,6,may,158,1,-1,0,unk0wn,0
1532,31,housemaid,married,primary,0,203,1,0,unk0wn,6,may,604,3,-1,0,unk0wn,0
1533,42,services,single,secondary,0,518,1,0,unk0wn,6,may,198,1,-1,0,unk0wn,0
1534,40,management,single,tertiary,0,3877,1,0,unk0wn,6,may,145,1,-1,0,unk0wn,0
1535,52,admin.,married,secondary,0,1236,1,0,unk0wn,6,may,247,1,-1,0,unk0wn,0
1536,45,blue-collar,divorced,secondary,0,756,1,0,unk0wn,6,may,179,2,-1,0,unk0wn,0
1537,48,blue-collar,married,secondary,0,157,1,0,unk0wn,6,may,73,1,-1,0,unk0wn,0
1538,45,blue-collar,married,primary,0,-66,1,0,unk0wn,6,may,263,2,-1,0,unk0wn,0
1539,34,blue-collar,married,unk0wn,0,245,1,0,unk0wn,6,may,13,1,-1,0,unk0wn,0
1540,34,blue-collar,married,primary,0,-144,1,0,unk0wn,6,may,79,2,-1,0,unk0wn,0
1541,46,blue-collar,married,secondary,0,71,1,0,unk0wn,6,may,416,1,-1,0,unk0wn,0
1542,49,services,divorced,secondary,0,505,1,0,unk0wn,6,may,162,1,-1,0,unk0wn,0
1543,50,technician,married,primary,0,249,1,0,unk0wn,6,may,129,1,-1,0,unk0wn,0
1544,34,admin.,single,secondary,0,0,1,0,unk0wn,6,may,150,1,-1,0,unk0wn,0
1545,40,unemployed,single,secondary,0,11,1,0,unk0wn,6,may,43,1,-1,0,unk0wn,0
1546,36,admin.,married,secondary,0,639,1,0,unk0wn,6,may,191,1,-1,0,unk0wn,0
1547,59,blue-collar,divorced,unk0wn,0,124,1,0,unk0wn,6,may,26,1,-1,0,unk0wn,0
1548,45,blue-collar,married,secondary,0,82,1,0,unk0wn,6,may,250,1,-1,0,unk0wn,0
